,Site,Publication,Period,Lower_context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,Grouped_sites,Site_type,Site_notes,problems,content,Amphora_type_notes,Tyrrhenian_vs_Adriatic,New_type_name
1011,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,schoene-mau 35,africa,7.0,,30.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,
1012,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,african_3,africa,4.0,,150.0,400.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,merge with Africana,unknown,,tyrrhenian,africana_1
1013,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,dr 2-4,aegean,3.0,,-100.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,
1014,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,camulodunum 184,aegean,12.0,,-25.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,,tyrrhenian,
1015,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,dr 43_1,aegean,4.0,,1.0,250.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,dr 43
1016,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,ac2,aegean,1.0,,1.0,225.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,ac2
1017,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,ac1,aegean,6.0,,1.0,350.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,ac1
1018,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,aegean/oriental,aegean/oriental,3.0,,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,
1019,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,aegean/oriental,aegean/oriental,3.0,,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,
1020,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,aegean/oriental,aegean/oriental,3.0,,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,
1021,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,aegean/oriental,aegean/oriental,3.0,,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,
1022,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,aegean/oriental,aegean/oriental,3.0,,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,
1023,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,kingsholm 117,oriental,1.0,,50.0,150.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,"after Panella, Rizzo 2014, 90, tab. 7",tyrrhenian,
1024,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI,1.0,200.0,oriental,oriental,17.0,,1.0,200.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,,tyrrhenian,
1025,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI/LI,200.0,400.0,ostia vi 17-20/late campanian,tyrrhenian italy,1.0,,150.0,300.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,"Campanian origin, ager Falernus, see Panella, Rizzo 2014, 115",tyrrhenian,
1026,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",EI/LI,200.0,400.0,kapitan 1,aegean/oriental,7.0,,75.0,350.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,wine,,tyrrhenian,
1027,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",LI,300.0,700.0,africanaiii,africa,1.0,,275.0,450.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,africanaiiia
1028,"roma, foro transitorio","Marucci A. 2006: ‘Foro Transitorio. Sistema di smaltimento delle acque del portico nord-occidentale: stratigrafia e materiali dei livelli di abbandono (fasi II e III)’, in R. Meneghini, R. Santangeli Valenzani ed., Roma. Lo scavo dei fori imperiali 1995–2000: i contesti ceramici, Roma, p. 57-92.",LR/EI,-100.0,50.0,van der werff,africa,2.0,,-225.0,100.0,https://pleiades.stoa.org/places/502866838,41.8925745251,12.4847567763,roma,urban,,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document",tyrrhenian,
1029,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,dr 2-4_5,tyrrhenian italy,38.0,Antonine,-70.0,225.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,,tyrrhenian,dr 2-4
1030,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,dr 6a,adriatic italy,1.0,Antonine,-25.0,50.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,,tyrrhenian,
1031,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,spello/ostia ii 521/ iii 369-370,italy - tiber valley,74.0,Antonine,50.0,200.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,,tyrrhenian,ostia iii 369
1032,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,forlimpopoli,adriatic italy,2.0,Antonine,-25.0,300.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,"garum suggested for the type A and D, but unconfirmed",tyrrhenian,
1033,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,gauloise 4,gaul,10.0,Antonine,50.0,300.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,,tyrrhenian,
1034,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,gauloise 5,gaul,1.0,Antonine,50.0,125.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,,tyrrhenian,
1035,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,gauloise_3,gaul,22.0,Antonine,150.0,200.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,,tyrrhenian,gauloise 1
1036,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,haltern 70,baetica,1.0,Antonine,-80.0,192.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,defrutum,,tyrrhenian,
1037,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,dr 2-4_6,baetica,1.0,Antonine,1.0,125.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,,tyrrhenian,dr 2-4
1038,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,dr 7-13,baetica,5.0,Antonine,-30.0,150.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,,tyrrhenian,dr 7-13
1039,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,dr 20,baetica,30.0,Antonine,1.0,300.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,olive oil,,tyrrhenian,
1040,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,dr 2-4_2,tarraconesis,1.0,Antonine,-25.0,200.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,,tyrrhenian,dr 2-4
1041,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,dr 28,baetica,1.0,Antonine,1.0,150.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,,tyrrhenian,
1042,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,beltran iia,baetica,8.0,Antonine,10.0,150.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,fish sauce,,tyrrhenian,beltran iia
1043,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,dr 14,baetica,13.0,Antonine,50.0,225.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,fish sauce,,tyrrhenian,
1044,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,dr 14 similis,lusitania,1.0,Antonine,50.0,225.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,fish sauce,,tyrrhenian,
1045,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,spanish_1,spain,17.0,Antonine,1.0,200.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,unknown,,tyrrhenian,unknown
1046,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,neopunica,africa,4.0,Antonine,1.0,200.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,unknown,,tyrrhenian,
1047,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,ostia xxiii,africa,3.0,Antonine,50.0,150.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,olive oil,https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,
1048,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,ostia lix,africa,2.0,Antonine,50.0,150.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,olive oil,"Panella, Rizzo 2014, 86, tab 6a",tyrrhenian,
1049,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,ostia xxiii/lix,africa,13.0,Antonine,50.0,150.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,merge with Ostia LIX/XXIII,olive oil,"Panella, Rizzo 2014, 86, tab 6a",tyrrhenian,ostia xxiii
1050,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,african_1,africa,45.0,Antonine,150.0,200.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,merge with Africana,unknown,,tyrrhenian,africana_1
1051,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,africanai,africa,14.0,Antonine,150.0,400.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,olive oil,,tyrrhenian,africana_1
1052,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,schoene-mau 35,tripolitania,23.0,Antonine,30.0,225.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,,tyrrhenian,
1053,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,tripolitana ii,tripolitania,2.0,Antonine,1.0,400.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,unknown,fish sauce and wine suggested https://halshs.archives-ouvertes.fr/halshs-03506183/document,tyrrhenian,
1054,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,tripolitana ,tripolitania,6.0,Antonine,1.0,440.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,unknown,,tyrrhenian,tripolitana i
1055,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,egyptian_2,egypt,1.0,Antonine,150.0,200.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,wine,,tyrrhenian,egyptian
1056,"roma, meta sudans","Rizzo G. 2003: Instrumenta urbis I: ceramiche fini da mensa, lucerne ed anfore a Roma nei primi due secoli dell’impero, Roma.",EI,96.0,192.0,schoene-mau 15,oriental,2.0,Antonine,-10.0,200.0,https://pleiades.stoa.org/places/285857974,41.890169,12.492269,roma,urban,,,fruits,,tyrrhenian,
